Year,County,Region,Stage,Type,Count
2020,San Augustine,5-Beaumont,Family Preservation,Non-Relative Foster Home,1
2020,San Augustine,5-Beaumont,Family Preservation,Other,1
2020,San Jacinto,5-Beaumont,Investigation,Family/Kinship Foster Home,2
2020,San Jacinto,5-Beaumont,Investigation,Non-Relative Foster Home,7
2020,San Jacinto,5-Beaumont,Family Preservation,Family/Kinship Foster Home,3
2020,San Patricio,11-Edinburg,Investigation,Emergency Shelter,2
2020,San Patricio,11-Edinburg,Investigation,Family/Kinship Foster Home,7
2020,San Patricio,11-Edinburg,Investigation,Non-Relative Foster Home,10
2020,San Patricio,11-Edinburg,Investigation,Other,8
2020,San Patricio,11-Edinburg,Family Preservation,Family/Kinship Foster Home,4
2020,San Patricio,11-Edinburg,Family Preservation,Other,1
2020,San Saba,7-Austin,Investigation,Emergency Shelter,2
2020,San Saba,7-Austin,Investigation,Family/Kinship Foster Home,8
2020,San Saba,7-Austin,Investigation,Non-Relative Foster Home,1
2020,San Saba,7-Austin,Investigation,Other,1
2020,San Saba,7-Austin,Family Preservation,Family/Kinship Foster Home,1
2020,Scurry,2-Abilene,Investigation,Emergency Shelter,9
2020,Scurry,2-Abilene,Investigation,Family/Kinship Foster Home,8
2020,Scurry,2-Abilene,Investigation,Non-Relative Foster Home,12
2020,Scurry,2-Abilene,Investigation,GRO/RTC,2
2020,Scurry,2-Abilene,Family Preservation,Non-Relative Foster Home,1
2020,Shackelford,2-Abilene,Family Preservation,Non-Relative Foster Home,2
2020,Shelby,5-Beaumont,Investigation,Emergency Shelter,2
2020,Shelby,5-Beaumont,Investigation,Family/Kinship Foster Home,8
2020,Shelby,5-Beaumont,Investigation,GRO/RTC,3
2020,Shelby,5-Beaumont,Investigation,Non-Relative Foster Home,6
2020,Shelby,5-Beaumont,Investigation,Other,5
2020,Shelby,5-Beaumont,Family Preservation,Family/Kinship Foster Home,8
2020,Shelby,5-Beaumont,Family Preservation,Non-Relative Foster Home,1
2020,Sherman,1-Lubbock,Investigation,Emergency Shelter,1
2020,Sherman,1-Lubbock,Investigation,GRO/RTC,1
2020,Smith,4-Tyler,Investigation,Emergency Shelter,22
2020,Smith,4-Tyler,Investigation,Family/Kinship Foster Home,84
2020,Smith,4-Tyler,Investigation,GRO/RTC,3
2020,Smith,4-Tyler,Investigation,Non-Relative Foster Home,41
2020,Smith,4-Tyler,Investigation,Other,17
2020,Smith,4-Tyler,Investigation,GRO/RTC,2
2020,Smith,4-Tyler,Family Preservation,Family/Kinship Foster Home,29
2020,Smith,4-Tyler,Family Preservation,Non-Relative Foster Home,9
2020,Smith,4-Tyler,Family Preservation,Other,2
2020,Somervell,3-Arlington,Investigation,GRO/RTC,2
2020,Somervell,3-Arlington,Family Preservation,Emergency Shelter,1
2020,Starr,11-Edinburg,Investigation,Emergency Shelter,1
2020,Starr,11-Edinburg,Investigation,Family/Kinship Foster Home,6
2020,Starr,11-Edinburg,Investigation,Non-Relative Foster Home,7
2020,Starr,11-Edinburg,Investigation,Other,1
2020,Starr,11-Edinburg,Family Preservation,Emergency Shelter,5
2020,Starr,11-Edinburg,Family Preservation,Family/Kinship Foster Home,5
2020,Starr,11-Edinburg,Family Preservation,Non-Relative Foster Home,1
2020,Stephens,2-Abilene,Investigation,Family/Kinship Foster Home,7
2020,Stephens,2-Abilene,Investigation,Non-Relative Foster Home,6
2020,Stephens,2-Abilene,Investigation,Other,1
2020,Sterling,9-Midland,Family Preservation,Family/Kinship Foster Home,1
2020,Sutton,9-Midland,Investigation,Non-Relative Foster Home,1
2020,Swisher,1-Lubbock,Investigation,Family/Kinship Foster Home,2
2020,Swisher,1-Lubbock,Investigation,Other,1
2020,Tarrant,3-Arlington,Investigation,Emergency Shelter,32
2020,Tarrant,3-Arlington,Investigation,Family/Kinship Foster Home,65
2020,Tarrant,3-Arlington,Investigation,GRO/RTC,15
2020,Tarrant,3-Arlington,Investigation,Non-Relative Foster Home,259
2020,Tarrant,3-Arlington,Investigation,Other,111
2020,Tarrant,3-Arlington,Investigation,GRO/RTC,7
2020,Tarrant,3-Arlington,Family Preservation,Emergency Shelter,6
2020,Tarrant,3-Arlington,Family Preservation,Family/Kinship Foster Home,23
2020,Tarrant,3-Arlington,Family Preservation,GRO/RTC,5
2020,Tarrant,3-Arlington,Family Preservation,Non-Relative Foster Home,106
2020,Tarrant,3-Arlington,Family Preservation,Other,19
2020,Taylor,2-Abilene,Investigation,Emergency Shelter,24
2020,Taylor,2-Abilene,Investigation,Family/Kinship Foster Home,89
2020,Taylor,2-Abilene,Investigation,GRO/RTC,3
2020,Taylor,2-Abilene,Investigation,Non-Relative Foster Home,89
2020,Taylor,2-Abilene,Investigation,Other,30
2020,Taylor,2-Abilene,Investigation,GRO/RTC,7
2020,Taylor,2-Abilene,Family Preservation,Emergency Shelter,6
2020,Taylor,2-Abilene,Family Preservation,Family/Kinship Foster Home,38
2020,Taylor,2-Abilene,Family Preservation,GRO/RTC,1
2020,Taylor,2-Abilene,Family Preservation,Non-Relative Foster Home,37
2020,Taylor,2-Abilene,Family Preservation,Other,4
2020,Taylor,2-Abilene,Family Preservation,GRO/RTC,2
2020,Terry,1-Lubbock,Investigation,Emergency Shelter,6
2020,Terry,1-Lubbock,Investigation,Family/Kinship Foster Home,8
2020,Terry,1-Lubbock,Investigation,Non-Relative Foster Home,6
2020,Terry,1-Lubbock,Investigation,Other,6
2020,Terry,1-Lubbock,Family Preservation,Family/Kinship Foster Home,2
2020,Throckmorton,2-Abilene,Investigation,Emergency Shelter,2
2020,Throckmorton,2-Abilene,Investigation,Family/Kinship Foster Home,2
2020,Throckmorton,2-Abilene,Family Preservation,Other,2
2020,Titus,4-Tyler,Investigation,Emergency Shelter,2
2020,Titus,4-Tyler,Investigation,Family/Kinship Foster Home,4
2020,Titus,4-Tyler,Investigation,Non-Relative Foster Home,12
2020,Titus,4-Tyler,Investigation,Other,6
2020,Titus,4-Tyler,Family Preservation,Family/Kinship Foster Home,2
2020,Titus,4-Tyler,Family Preservation,Non-Relative Foster Home,5
2020,Tom Green,9-Midland,Investigation,Emergency Shelter,22
2020,Tom Green,9-Midland,Investigation,Family/Kinship Foster Home,79
2020,Tom Green,9-Midland,Investigation,GRO/RTC,1
2020,Tom Green,9-Midland,Investigation,Non-Relative Foster Home,28
2020,Tom Green,9-Midland,Investigation,Other,25
2020,Tom Green,9-Midland,Family Preservation,Emergency Shelter,1
2020,Tom Green,9-Midland,Family Preservation,Family/Kinship Foster Home,36
2020,Tom Green,9-Midland,Family Preservation,Non-Relative Foster Home,2
2020,Tom Green,9-Midland,Family Preservation,Other,6
2020,Travis,7-Austin,Investigation,Emergency Shelter,91
2020,Travis,7-Austin,Investigation,Family/Kinship Foster Home,209
2020,Travis,7-Austin,Investigation,GRO/RTC,1
2020,Travis,7-Austin,Investigation,Non-Relative Foster Home,136
2020,Travis,7-Austin,Investigation,Other,80
2020,Travis,7-Austin,Investigation,GRO/RTC,3
2020,Travis,7-Austin,Family Preservation,Emergency Shelter,3
2020,Travis,7-Austin,Family Preservation,Family/Kinship Foster Home,110
2020,Travis,7-Austin,Family Preservation,GRO/RTC,4
2020,Travis,7-Austin,Family Preservation,Non-Relative Foster Home,20
2020,Travis,7-Austin,Family Preservation,Other,13
2020,Trinity,5-Beaumont,Investigation,Emergency Shelter,1
2020,Trinity,5-Beaumont,Investigation,Family/Kinship Foster Home,4
2020,Tyler,5-Beaumont,Investigation,Family/Kinship Foster Home,7
2020,Tyler,5-Beaumont,Investigation,Non-Relative Foster Home,7
2020,Upshur,4-Tyler,Investigation,Family/Kinship Foster Home,15
2020,Upshur,4-Tyler,Investigation,Non-Relative Foster Home,7
2020,Upshur,4-Tyler,Investigation,Other,8
2020,Upshur,4-Tyler,Family Preservation,Emergency Shelter,2
2020,Upshur,4-Tyler,Family Preservation,Family/Kinship Foster Home,7
2020,Upshur,4-Tyler,Family Preservation,Non-Relative Foster Home,2
2020,Uvalde,8-San Antonio,Investigation,Family/Kinship Foster Home,4
2020,Uvalde,8-San Antonio,Investigation,GRO/RTC,2
2020,Uvalde,8-San Antonio,Investigation,Non-Relative Foster Home,1
2020,Uvalde,8-San Antonio,Investigation,Other,2
2020,Uvalde,8-San Antonio,Family Preservation,Emergency Shelter,7
2020,Uvalde,8-San Antonio,Family Preservation,Family/Kinship Foster Home,4
2020,Val Verde,8-San Antonio,Investigation,Family/Kinship Foster Home,4
2020,Val Verde,8-San Antonio,Investigation,Other,2
2020,Val Verde,8-San Antonio,Family Preservation,Family/Kinship Foster Home,1
2020,Van Zandt,4-Tyler,Investigation,Emergency Shelter,8
2020,Van Zandt,4-Tyler,Investigation,Family/Kinship Foster Home,9
2020,Van Zandt,4-Tyler,Investigation,Non-Relative Foster Home,25
2020,Van Zandt,4-Tyler,Investigation,Other,5
2020,Van Zandt,4-Tyler,Investigation,GRO/RTC,2
2020,Van Zandt,4-Tyler,Family Preservation,Emergency Shelter,3
2020,Van Zandt,4-Tyler,Family Preservation,Family/Kinship Foster Home,5
2020,Van Zandt,4-Tyler,Family Preservation,Non-Relative Foster Home,4
2020,Van Zandt,4-Tyler,Family Preservation,Other,1
2020,Victoria,8-San Antonio,Investigation,Emergency Shelter,5
2020,Victoria,8-San Antonio,Investigation,Family/Kinship Foster Home,4
2020,Victoria,8-San Antonio,Investigation,Non-Relative Foster Home,7
2020,Victoria,8-San Antonio,Investigation,Other,6
2020,Victoria,8-San Antonio,Family Preservation,Family/Kinship Foster Home,6
2020,Victoria,8-San Antonio,Family Preservation,GRO/RTC,2
2020,Victoria,8-San Antonio,Family Preservation,Non-Relative Foster Home,6
2020,Victoria,8-San Antonio,Family Preservation,Other,1
2020,Victoria,8-San Antonio,Family Preservation,GRO/RTC,2
2020,Walker,6-Houston,Investigation,Emergency Shelter,4
2020,Walker,6-Houston,Investigation,Family/Kinship Foster Home,1
2020,Walker,6-Houston,Investigation,Non-Relative Foster Home,7
2020,Walker,6-Houston,Investigation,Other,2
2020,Waller,6-Houston,Investigation,Emergency Shelter,1
2020,Waller,6-Houston,Investigation,Family/Kinship Foster Home,4
2020,Waller,6-Houston,Investigation,Non-Relative Foster Home,1
2020,Waller,6-Houston,Investigation,Other,7
2020,Waller,6-Houston,Family Preservation,Family/Kinship Foster Home,2
2020,Waller,6-Houston,Family Preservation,Non-Relative Foster Home,3
2020,Ward,9-Midland,Investigation,Emergency Shelter,14
2020,Ward,9-Midland,Investigation,Family/Kinship Foster Home,14
2020,Ward,9-Midland,Investigation,Non-Relative Foster Home,4
2020,Ward,9-Midland,Investigation,Other,2
2020,Ward,9-Midland,Family Preservation,Family/Kinship Foster Home,3
2020,Ward,9-Midland,Family Preservation,Non-Relative Foster Home,3
2020,Washington,7-Austin,Investigation,Family/Kinship Foster Home,15
2020,Washington,7-Austin,Investigation,Non-Relative Foster Home,4
2020,Washington,7-Austin,Investigation,Other,4
2020,Webb,11-Edinburg,Investigation,Emergency Shelter,22
2020,Webb,11-Edinburg,Investigation,Family/Kinship Foster Home,17
2020,Webb,11-Edinburg,Investigation,Non-Relative Foster Home,22
2020,Webb,11-Edinburg,Investigation,Other,28
2020,Webb,11-Edinburg,Investigation,GRO/RTC,1
2020,Webb,11-Edinburg,Family Preservation,Emergency Shelter,17
2020,Webb,11-Edinburg,Family Preservation,Family/Kinship Foster Home,41
2020,Webb,11-Edinburg,Family Preservation,Non-Relative Foster Home,8
2020,Webb,11-Edinburg,Family Preservation,Other,18
2020,Wharton,6-Houston,Investigation,Emergency Shelter,2
2020,Wharton,6-Houston,Investigation,Family/Kinship Foster Home,2
2020,Wharton,6-Houston,Investigation,GRO/RTC,1
2020,Wharton,6-Houston,Investigation,Other,4
2020,Wharton,6-Houston,Investigation,GRO/RTC,1
2020,Wharton,6-Houston,Family Preservation,Family/Kinship Foster Home,4
2020,Wharton,6-Houston,Family Preservation,Non-Relative Foster Home,1
2020,Wheeler,1-Lubbock,Investigation,Family/Kinship Foster Home,2
2020,Wichita,2-Abilene,Investigation,Emergency Shelter,10
2020,Wichita,2-Abilene,Investigation,Family/Kinship Foster Home,48
2020,Wichita,2-Abilene,Investigation,GRO/RTC,5
2020,Wichita,2-Abilene,Investigation,Non-Relative Foster Home,61
2020,Wichita,2-Abilene,Investigation,Other,8
2020,Wichita,2-Abilene,Investigation,GRO/RTC,2
2020,Wichita,2-Abilene,Family Preservation,Emergency Shelter,3
2020,Wichita,2-Abilene,Family Preservation,Family/Kinship Foster Home,3
2020,Wichita,2-Abilene,Family Preservation,GRO/RTC,4
2020,Wichita,2-Abilene,Family Preservation,Non-Relative Foster Home,4
2020,Wichita,2-Abilene,Family Preservation,Other,5
2020,Wilbarger,2-Abilene,Investigation,Emergency Shelter,5
2020,Wilbarger,2-Abilene,Investigation,Family/Kinship Foster Home,10
2020,Wilbarger,2-Abilene,Investigation,Non-Relative Foster Home,4
2020,Wilbarger,2-Abilene,Investigation,Other,1
2020,Wilbarger,2-Abilene,Family Preservation,Family/Kinship Foster Home,1
2020,Wilbarger,2-Abilene,Family Preservation,Non-Relative Foster Home,2
2020,Willacy,11-Edinburg,Investigation,Emergency Shelter,3
2020,Willacy,11-Edinburg,Investigation,Family/Kinship Foster Home,3
2020,Willacy,11-Edinburg,Investigation,Non-Relative Foster Home,2
2020,Willacy,11-Edinburg,Investigation,Other,1
2020,Willacy,11-Edinburg,Family Preservation,Emergency Shelter,4
2020,Willacy,11-Edinburg,Family Preservation,Family/Kinship Foster Home,7
2020,Williamson,7-Austin,Investigation,Emergency Shelter,14
2020,Williamson,7-Austin,Investigation,Family/Kinship Foster Home,42
2020,Williamson,7-Austin,Investigation,Non-Relative Foster Home,24
2020,Williamson,7-Austin,Investigation,Other,15
2020,Williamson,7-Austin,Investigation,GRO/RTC,2
2020,Williamson,7-Austin,Family Preservation,Family/Kinship Foster Home,7
2020,Williamson,7-Austin,Family Preservation,Non-Relative Foster Home,9
2020,Williamson,7-Austin,Family Preservation,Other,3
2020,Wilson,8-San Antonio,Investigation,Emergency Shelter,8
2020,Wilson,8-San Antonio,Investigation,Non-Relative Foster Home,7
2020,Wilson,8-San Antonio,Investigation,Other,4
2020,Wilson,8-San Antonio,Family Preservation,Family/Kinship Foster Home,5
2020,Wilson,8-San Antonio,Family Preservation,Other,1
2020,Winkler,9-Midland,Investigation,Emergency Shelter,1
2020,Winkler,9-Midland,Investigation,Family/Kinship Foster Home,11
2020,Winkler,9-Midland,Investigation,Other,3
2020,Winkler,9-Midland,Family Preservation,Family/Kinship Foster Home,3
2020,Winkler,9-Midland,Family Preservation,Non-Relative Foster Home,1
2020,Wise,3-Arlington,Investigation,Emergency Shelter,3
2020,Wise,3-Arlington,Investigation,Family/Kinship Foster Home,3
2020,Wise,3-Arlington,Investigation,GRO/RTC,1
2020,Wise,3-Arlington,Investigation,Non-Relative Foster Home,25
2020,Wise,3-Arlington,Investigation,Other,3
2020,Wise,3-Arlington,Family Preservation,Emergency Shelter,1
2020,Wise,3-Arlington,Family Preservation,Family/Kinship Foster Home,4
2020,Wise,3-Arlington,Family Preservation,Non-Relative Foster Home,1
2020,Wise,3-Arlington,Family Preservation,Other,1
2020,Wood,4-Tyler,Investigation,Family/Kinship Foster Home,13
2020,Wood,4-Tyler,Investigation,Non-Relative Foster Home,11
2020,Wood,4-Tyler,Investigation,Other,10
2020,Wood,4-Tyler,Family Preservation,Family/Kinship Foster Home,2
2020,Wood,4-Tyler,Family Preservation,Non-Relative Foster Home,3
2020,Yoakum,1-Lubbock,Investigation,Emergency Shelter,1
2020,Yoakum,1-Lubbock,Family Preservation,Family/Kinship Foster Home,1
2020,Yoakum,1-Lubbock,Family Preservation,GRO/RTC,2
2020,Yoakum,1-Lubbock,Family Preservation,Non-Relative Foster Home,4
2020,Young,2-Abilene,Investigation,Family/Kinship Foster Home,2
2020,Young,2-Abilene,Investigation,Non-Relative Foster Home,8
2020,Young,2-Abilene,Investigation,Other,3
2020,Young,2-Abilene,Family Preservation,Family/Kinship Foster Home,6
2020,Young,2-Abilene,Family Preservation,Non-Relative Foster Home,4
2020,Zapata,11-Edinburg,Investigation,Other,1
2020,Zavala,8-San Antonio,Investigation,Family/Kinship Foster Home,4
2020,Zavala,8-San Antonio,Investigation,Non-Relative Foster Home,3
2020,Zavala,8-San Antonio,Investigation,Other,2
2020,Zavala,8-San Antonio,Family Preservation,Family/Kinship Foster Home,1
2020,Zavala,8-San Antonio,Family Preservation,Other,5
2020,Unknown,Unknown,Investigation,Emergency Shelter,1
2020,Unknown,Unknown,Investigation,Family/Kinship Foster Home,4
2020,Unknown,Unknown,Investigation,Other,1
2020,Out of State,Out of State,Investigation,Emergency Shelter,2
2020,Out of State,Out of State,Investigation,Non-Relative Foster Home,1
2020,Out of State,Out of State,Investigation,Other,2
2019,Anderson,4-Tyler,Investigation,Emergency Shelter,3
2019,Anderson,4-Tyler,Investigation,Family/Kinship Foster Home,58
2019,Anderson,4-Tyler,Investigation,Non-Relative Foster Home,22
2019,Anderson,4-Tyler,Investigation,Other,10
2019,Anderson,4-Tyler,Investigation,GRO/RTC,1
2019,Anderson,4-Tyler,Family Preservation,Family/Kinship Foster Home,8
2019,Anderson,4-Tyler,Family Preservation,Non-Relative Foster Home,2
2019,Andrews,9-Midland,Investigation,Emergency Shelter,2
2019,Andrews,9-Midland,Investigation,Family/Kinship Foster Home,13
2019,Andrews,9-Midland,Investigation,Non-Relative Foster Home,7
2019,Andrews,9-Midland,Investigation,Other,1
2019,Andrews,9-Midland,Family Preservation,Family/Kinship Foster Home,3
2019,Andrews,9-Midland,Family Preservation,Non-Relative Foster Home,1
2019,Angelina,5-Beaumont,Investigation,Emergency Shelter,4
2019,Angelina,5-Beaumont,Investigation,Family/Kinship Foster Home,30
2019,Angelina,5-Beaumont,Investigation,Non-Relative Foster Home,13
2019,Angelina,5-Beaumont,Investigation,Other,17
2019,Angelina,5-Beaumont,Family Preservation,Family/Kinship Foster Home,18
2019,Angelina,5-Beaumont,Family Preservation,Non-Relative Foster Home,3
2019,Angelina,5-Beaumont,Family Preservation,Other,4
2019,Aransas,11-Edinburg,Investigation,Emergency Shelter,15
2019,Aransas,11-Edinburg,Investigation,Family/Kinship Foster Home,16
2019,Aransas,11-Edinburg,Investigation,GRO/RTC,2
2019,Aransas,11-Edinburg,Investigation,Non-Relative Foster Home,18
2019,Aransas,11-Edinburg,Investigation,Other,6
2019,Aransas,11-Edinburg,Family Preservation,Family/Kinship Foster Home,5
2019,Aransas,11-Edinburg,Family Preservation,Non-Relative Foster Home,5
2019,Aransas,11-Edinburg,Family Preservation,Other,4
2019,Archer,2-Abilene,Investigation,Emergency Shelter,4
2019,Archer,2-Abilene,Investigation,Family/Kinship Foster Home,4
2019,Archer,2-Abilene,Family Preservation,Family/Kinship Foster Home,1
2019,Atascosa,8-San Antonio,Investigation,Emergency Shelter,22
2019,Atascosa,8-San Antonio,Investigation,Family/Kinship Foster Home,16
2019,Atascosa,8-San Antonio,Investigation,GRO/RTC,1
2019,Atascosa,8-San Antonio,Investigation,Non-Relative Foster Home,15
2019,Atascosa,8-San Antonio,Investigation,Other,9
2019,Atascosa,8-San Antonio,Family Preservation,Family/Kinship Foster Home,8
2019,Atascosa,8-San Antonio,Family Preservation,Non-Relative Foster Home,5
2019,Austin,6-Houston,Investigation,Emergency Shelter,2
2019,Austin,6-Houston,Investigation,Family/Kinship Foster Home,1
2019,Bailey,1-Lubbock,Investigation,Emergency Shelter,9
2019,Bailey,1-Lubbock,Investigation,Family/Kinship Foster Home,2
2019,Bailey,1-Lubbock,Investigation,GRO/RTC,2
2019,Bailey,1-Lubbock,Investigation,Non-Relative Foster Home,4
2019,Bailey,1-Lubbock,Investigation,Other,1
2019,Bandera,8-San Antonio,Investigation,Emergency Shelter,5
2019,Bandera,8-San Antonio,Investigation,GRO/RTC,2
2019,Bandera,8-San Antonio,Investigation,Non-Relative Foster Home,2
2019,Bandera,8-San Antonio,Investigation,Other,5
2019,Bandera,8-San Antonio,Family Preservation,Emergency Shelter,1
2019,Bandera,8-San Antonio,Family Preservation,Family/Kinship Foster Home,2
2019,Bastrop,7-Austin,Investigation,Emergency Shelter,4
2019,Bastrop,7-Austin,Investigation,Family/Kinship Foster Home,44
2019,Bastrop,7-Austin,Investigation,Non-Relative Foster Home,15
2019,Bastrop,7-Austin,Investigation,Other,9
2019,Bastrop,7-Austin,Family Preservation,Emergency Shelter,3
2019,Bastrop,7-Austin,Family Preservation,Family/Kinship Foster Home,10
2019,Bastrop,7-Austin,Family Preservation,Non-Relative Foster Home,1
2019,Bastrop,7-Austin,Family Preservation,Other,2
2019,Baylor,2-Abilene,Investigation,Non-Relative Foster Home,2
2019,Baylor,2-Abilene,Family Preservation,Family/Kinship Foster Home,1
2019,Bee,11-Edinburg,Investigation,Emergency Shelter,11
2019,Bee,11-Edinburg,Investigation,Family/Kinship Foster Home,9
2019,Bee,11-Edinburg,Investigation,Non-Relative Foster Home,8
2019,Bee,11-Edinburg,Investigation,Other,6
2019,Bee,11-Edinburg,Family Preservation,Emergency Shelter,4
2019,Bee,11-Edinburg,Family Preservation,Family/Kinship Foster Home,3
2019,Bee,11-Edinburg,Family Preservation,Non-Relative Foster Home,5
2019,Bee,11-Edinburg,Family Preservation,Other,1
2019,Bell,7-Austin,Investigation,Emergency Shelter,59
2019,Bell,7-Austin,Investigation,Family/Kinship Foster Home,321
2019,Bell,7-Austin,Investigation,GRO/RTC,1
2019,Bell,7-Austin,Investigation,Non-Relative Foster Home,189
2019,Bell,7-Austin,Investigation,Other,105
2019,Bell,7-Austin,Investigation,GRO/RTC,2
2019,Bell,7-Austin,Family Preservation,Emergency Shelter,6
2019,Bell,7-Austin,Family Preservation,Family/Kinship Foster Home,41
2019,Bell,7-Austin,Family Preservation,Non-Relative Foster Home,25
2019,Bell,7-Austin,Family Preservation,Other,7
2019,Bexar,8-San Antonio,Investigation,Emergency Shelter,304
2019,Bexar,8-San Antonio,Investigation,Family/Kinship Foster Home,202
2019,Bexar,8-San Antonio,Investigation,GRO/RTC,15
2019,Bexar,8-San Antonio,Investigation,Non-Relative Foster Home,279
2019,Bexar,8-San Antonio,Investigation,Other,244
2019,Bexar,8-San Antonio,Investigation,GRO/RTC,13
2019,Bexar,8-San Antonio,Family Preservation,Emergency Shelter,207
2019,Bexar,8-San Antonio,Family Preservation,Family/Kinship Foster Home,220
2019,Bexar,8-San Antonio,Family Preservation,GRO/RTC,18
2019,Bexar,8-San Antonio,Family Preservation,Non-Relative Foster Home,153
2019,Bexar,8-San Antonio,Family Preservation,Other,44
2019,Bexar,8-San Antonio,Family Preservation,GRO/RTC,3
2019,Blanco,7-Austin,Investigation,Family/Kinship Foster Home,5
2019,Blanco,7-Austin,Investigation,Other,2
2019,Bosque,7-Austin,Investigation,Emergency Shelter,8
2019,Bosque,7-Austin,Investigation,Family/Kinship Foster Home,12
2019,Bosque,7-Austin,Investigation,GRO/RTC,2
2019,Bosque,7-Austin,Investigation,Non-Relative Foster Home,7
2019,Bosque,7-Austin,Family Preservation,Emergency Shelter,1
2019,Bosque,7-Austin,Family Preservation,Family/Kinship Foster Home,1
2019,Bowie,4-Tyler,Investigation,Emergency Shelter,16
2019,Bowie,4-Tyler,Investigation,Family/Kinship Foster Home,33
2019,Bowie,4-Tyler,Investigation,Non-Relative Foster Home,26
2019,Bowie,4-Tyler,Investigation,Other,11
2019,Bowie,4-Tyler,Family Preservation,Family/Kinship Foster Home,11
2019,Bowie,4-Tyler,Family Preservation,Non-Relative Foster Home,2
2019,Bowie,4-Tyler,Family Preservation,Other,1
2019,Brazoria,6-Houston,Investigation,Emergency Shelter,7
2019,Brazoria,6-Houston,Investigation,Family/Kinship Foster Home,24
2019,Brazoria,6-Houston,Investigation,Non-Relative Foster Home,12
2019,Brazoria,6-Houston,Investigation,Other,15
2019,Brazoria,6-Houston,Family Preservation,Emergency Shelter,3
2019,Brazoria,6-Houston,Family Preservation,Family/Kinship Foster Home,19
2019,Brazoria,6-Houston,Family Preservation,Non-Relative Foster Home,3
2019,Brazoria,6-Houston,Family Preservation,Other,1
2019,Brazos,7-Austin,Investigation,Emergency Shelter,4
2019,Brazos,7-Austin,Investigation,Family/Kinship Foster Home,46
2019,Brazos,7-Austin,Investigation,Non-Relative Foster Home,14
2019,Brazos,7-Austin,Investigation,Other,7
2019,Brazos,7-Austin,Family Preservation,Family/Kinship Foster Home,4
2019,Brazos,7-Austin,Family Preservation,Non-Relative Foster Home,3
2019,Brewster,10-El Paso,Investigation,Other,1
2019,Briscoe,1-Lubbock,Investigation,Family/Kinship Foster Home,3
2019,Brooks,11-Edinburg,Investigation,Emergency Shelter,4
2019,Brooks,11-Edinburg,Investigation,Non-Relative Foster Home,1
2019,Brooks,11-Edinburg,Family Preservation,Family/Kinship Foster Home,3
2019,Brooks,11-Edinburg,Family Preservation,Non-Relative Foster Home,7
2019,Brown,2-Abilene,Investigation,Emergency Shelter,3
2019,Brown,2-Abilene,Investigation,Family/Kinship Foster Home,48
2019,Brown,2-Abilene,Investigation,Non-Relative Foster Home,11
2019,Brown,2-Abilene,Investigation,Other,8
2019,Brown,2-Abilene,Family Preservation,Emergency Shelter,4
2019,Brown,2-Abilene,Family Preservation,Family/Kinship Foster Home,10
2019,Brown,2-Abilene,Family Preservation,Non-Relative Foster Home,3
2019,Burleson,7-Austin,Investigation,Family/Kinship Foster Home,20
2019,Burleson,7-Austin,Investigation,Non-Relative Foster Home,5
2019,Burleson,7-Austin,Investigation,Other,4
2019,Burleson,7-Austin,Family Preservation,Family/Kinship Foster Home,2
2019,Burleson,7-Austin,Family Preservation,Non-Relative Foster Home,1
2019,Burnet,7-Austin,Investigation,Family/Kinship Foster Home,71
2019,Burnet,7-Austin,Investigation,Non-Relative Foster Home,4
2019,Burnet,7-Austin,Investigation,Other,12
2019,Burnet,7-Austin,Investigation,GRO/RTC,1
2019,Burnet,7-Austin,Family Preservation,Family/Kinship Foster Home,9
2019,Caldwell,7-Austin,Investigation,Emergency Shelter,2
2019,Caldwell,7-Austin,Investigation,Family/Kinship Foster Home,21
2019,Caldwell,7-Austin,Investigation,Non-Relative Foster Home,9
2019,Caldwell,7-Austin,Investigation,Other,5
2019,Caldwell,7-Austin,Family Preservation,Family/Kinship Foster Home,12
2019,Caldwell,7-Austin,Family Preservation,Other,1
2019,Calhoun,8-San Antonio,Investigation,Emergency Shelter,17
2019,Calhoun,8-San Antonio,Investigation,Family/Kinship Foster Home,1
2019,Calhoun,8-San Antonio,Investigation,Non-Relative Foster Home,2
2019,Calhoun,8-San Antonio,Investigation,Other,2
2019,Calhoun,8-San Antonio,Family Preservation,Emergency Shelter,6
2019,Calhoun,8-San Antonio,Family Preservation,Non-Relative Foster Home,2
2019,Callahan,2-Abilene,Investigation,Non-Relative Foster Home,3
2019,Cameron,11-Edinburg,Investigation,Emergency Shelter,52
2019,Cameron,11-Edinburg,Investigation,Family/Kinship Foster Home,15
2019,Cameron,11-Edinburg,Investigation,GRO/RTC,1
2019,Cameron,11-Edinburg,Investigation,Non-Relative Foster Home,60
2019,Cameron,11-Edinburg,Investigation,Other,17
2019,Cameron,11-Edinburg,Investigation,GRO/RTC,1
2019,Cameron,11-Edinburg,Family Preservation,Emergency Shelter,37
2019,Cameron,11-Edinburg,Family Preservation,Family/Kinship Foster Home,50
2019,Cameron,11-Edinburg,Family Preservation,Non-Relative Foster Home,37
2019,Cameron,11-Edinburg,Family Preservation,Other,16
2019,Camp,4-Tyler,Investigation,Emergency Shelter,1
2019,Camp,4-Tyler,Investigation,Family/Kinship Foster Home,9
2019,Camp,4-Tyler,Investigation,Non-Relative Foster Home,12
2019,Camp,4-Tyler,Investigation,Other,3
2019,Carson,1-Lubbock,Investigation,Emergency Shelter,3
